0.06903,-1.01672,0
0.50999,0.34034,1
0.66171,0.20371,1
-0.10591,-0.62982,1
-0.02038,0.62548,1
0.50786,-0.36554,1
0.15923,0.68193,1
-0.53771,0.36438,1
0.53709,-0.07570,1
-0.57377,-0.01312,1
0.29100,0.59643,1
-0.77446,-0.60363,0
-0.54859,-0.80412,0
0.57176,-0.23858,1
-0.66826,0.05584,1
-0.30383,0.43742,1
0.99747,-0.12669,0
-0.53996,-0.17639,1
-0.80117,-0.59665,0
0.61451,-0.16931,1
0.95344,0.31296,0
-0.24565,0.97487,0
0.33149,0.50465,1
0.48857,0.42558,1
0.33520,0.44037,1
0.86598,-0.20610,0
-0.39027,-0.28907,1
0.43512,-0.45273,1
-0.69604,0.66053,0
-0.76851,-0.63192,0
0.63633,0.10702,1
0.53746,0.36189,1
-0.02832,-0.74312,1
0.16821,-0.93606,0
-0.90445,-0.49847,0
-0.17409,-0.98969,0
-0.48593,-0.14976,1
-0.45318,-0.34728,1
-0.10059,-0.57665,1
-0.43711,-0.79146,0
-0.81223,-0.42278,0
0.14521,0.98262,0
0.61175,-0.20371,1
-0.45694,0.37491,1
0.39894,0.89175,0
0.56133,0.11752,1
1.06296,-0.15470,0
-0.15205,0.57287,1
-0.80453,-0.39188,0
0.44148,-0.92477,0
0.91978,-0.31336,0
-0.50058,-0.26456,1
0.18033,0.99952,0
-0.31107,0.41134,1
-0.00054,1.05301,0
-0.93866,0.39326,0
0.88767,-0.39319,0
0.75207,-0.56663,0
0.13378,0.58737,1
0.50431,0.29925,1
-0.34321,-1.01931,0
0.66474,-0.77970,0
-0.78510,0.62415,0
0.81495,-0.42549,0
0.98418,0.24176,0
-1.01700,-0.36057,0
-0.96013,-0.33060,0
-0.92888,-0.05324,0
-0.18724,0.57419,1
1.07461,-0.19855,0
0.55017,-0.10332,1
-0.60730,0.15657,1
0.40189,-0.33168,1
-0.29585,-0.95637,0
-0.48142,1.03008,0
0.32893,0.37504,1
0.10465,-0.49301,1
-0.48538,-0.83891,0
0.37440,0.81811,0
-0.92208,-0.15096,0
0.63716,0.70098,0
0.51906,0.90426,0
0.71775,-0.78990,0
-0.05064,-0.64084,1
0.33235,-0.91139,0
-0.86667,0.46390,0
0.98685,0.09372,0
0.41475,0.44430,1
0.25716,-0.61535,1
-0.25780,-0.54229,1
-0.01827,0.58362,1
-0.86597,0.54004,0
-0.61609,-0.08181,1
-0.51853,0.79552,0
-0.98398,0.17881,0
0.36838,0.50853,1
-0.62600,0.76270,0
0.97439,0.29593,0
-0.49082,0.17073,1
-0.06739,1.01094,0
-0.40418,0.45210,1
0.95329,0.32379,0
0.59089,0.86600,0
0.27244,0.92820,0
0.06525,0.66945,1
0.51513,-0.06571,1
-0.53141,0.22995,1
0.05078,-0.60938,1
-0.51893,0.90303,0
-0.14382,0.98349,0
0.71176,0.80331,0
0.66295,0.07887,1
0.44268,-0.89678,0
-0.43650,0.36267,1
0.77216,0.71812,0
-0.07096,0.66422,1
0.55406,-0.88625,0
0.64635,-0.04772,1
-0.86017,0.54365,0
-0.48054,-0.31020,1
